"Postcode","Age Group","Number of People"
3966,"25_34",50
3966,"35_44",54
3966,"45_54",68
3966,"55_64",82
3966,"65_74",100
3966,"75_84",24
3967,"0_4",9
3967,"5_14",13
3967,"15_19",10
3967,"20_24",0
3967,"25_34",12
3967,"35_44",8
3967,"45_54",19
3967,"55_64",15
3967,"65_74",32
3967,"75_84",0
3971,"0_4",182
3971,"5_14",381
3971,"15_19",221
3971,"20_24",161
3971,"25_34",339
3971,"35_44",329
3971,"45_54",556
3971,"55_64",711
3971,"65_74",653
3971,"75_84",336
3975,"0_4",1620
3975,"5_14",2487
3975,"15_19",902
3975,"20_24",902
3975,"25_34",2547
3975,"35_44",2971
3975,"45_54",1804
3975,"55_64",1137
3975,"65_74",508
3975,"75_84",220
3976,"0_4",2014
3976,"5_14",3742
3976,"15_19",1932
3976,"20_24",2042
3976,"25_34",3921
3976,"35_44",3617
3976,"45_54",3393
3976,"55_64",2699
3976,"65_74",1386
3976,"75_84",617
3977,"0_4",8791
3977,"5_14",13912
3977,"15_19",5812
3977,"20_24",6048
3977,"25_34",15950
3977,"35_44",14715
3977,"45_54",11348
3977,"55_64",8171
3977,"65_74",5254
3977,"75_84",2436
3978,"0_4",1168
3978,"5_14",1644
3978,"15_19",543
3978,"20_24",636
3978,"25_34",2486
3978,"35_44",1758
3978,"45_54",1049
3978,"55_64",715
3978,"65_74",458
3978,"75_84",152
3979,"0_4",27
3979,"5_14",53
3979,"15_19",17
3979,"20_24",13
3979,"25_34",23
3979,"35_44",41
3979,"45_54",56
3979,"55_64",55
3979,"65_74",27
3979,"75_84",12
3980,"0_4",242
3980,"5_14",461
3980,"15_19",201
3980,"20_24",147
3980,"25_34",385
3980,"35_44",487
3980,"45_54",506
3980,"55_64",452
3980,"65_74",317
3980,"75_84",123
3981,"0_4",329
3981,"5_14",683
3981,"15_19",352
3981,"20_24",284
3981,"25_34",639
3981,"35_44",601
3981,"45_54",681
3981,"55_64",550
3981,"65_74",430
3981,"75_84",238
3984,"0_4",283
3984,"5_14",533
3984,"15_19",255
3984,"20_24",222
3984,"25_34",465
3984,"35_44",548
3984,"45_54",738
3984,"55_64",849
3984,"65_74",877
3984,"75_84",349
3987,"0_4",105
3987,"5_14",231
3987,"15_19",90
3987,"20_24",71
3987,"25_34",146
3987,"35_44",226
3987,"45_54",248
3987,"55_64",213
3987,"65_74",147
3987,"75_84",50
3988,"0_4",53
3988,"5_14",135
3988,"15_19",46
3988,"20_24",41
3988,"25_34",106
3988,"35_44",102
3988,"45_54",140
3988,"55_64",189
3988,"65_74",129
3988,"75_84",34
3990,"0_4",0
3990,"5_14",6
3990,"15_19",4
3990,"20_24",5
3990,"25_34",6
3990,"35_44",15
3990,"45_54",14
3990,"55_64",24
3990,"65_74",18
3990,"75_84",4
3991,"0_4",8
3991,"5_14",36
3991,"15_19",28
3991,"20_24",14
3991,"25_34",27
3991,"35_44",27
3991,"45_54",68
3991,"55_64",69
3991,"65_74",59
3991,"75_84",17
3992,"0_4",64
3992,"5_14",122
3992,"15_19",53
3992,"20_24",51
3992,"25_34",108
3992,"35_44",121
3992,"45_54",130
3992,"55_64",151
3992,"65_74",110
3992,"75_84",43
3995,"0_4",550
3995,"5_14",1130
3995,"15_19",582
3995,"20_24",418
3995,"25_34",994
3995,"35_44",960
3995,"45_54",1320
3995,"55_64",1489
3995,"65_74",1421
3995,"75_84",901
3996,"0_4",273
3996,"5_14",644
3996,"15_19",239
3996,"20_24",118
3996,"25_34",425
3996,"35_44",572
3996,"45_54",651
3996,"55_64",861
3996,"65_74",1006
3996,"75_84",518
